Title,Identifier,CC catalog number,Edition,Description,Description 1,Materials/Techniques,Dimensions,Notes2,Subjects,Form / genre,Culture,Related work,Related information,Associated name,Use restrictions,Repository,Creation Date,HOLLIS number,Permalink,Source,Image ID,Permalink2
[The Unhappy Lot of the Rich],Coin and Conscience catalog 2,2,First state.,"Plate four of his series of six engravings after Heemskerck with this title. Depiction of the qualities that accompany money: Queen Money's car is drawn by Danger and Fear, while Robbery hides under her cloak. She is followed by Folly, Envy, Theft, and the Entire Populace. Printed in Antwerp.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>17 x 23 cm., plate mark","Plate four of his series of six engravings after Heemskerck with this title. Depiction of the qualities that accompany money: Queen Money's car is drawn by Danger and Fear, while Robbery hides under her cloak. She is followed by Folly, Envy, Theft, and the Entire Populace. Printed in Antwerp.",paper;engraving (printing process);,"17 x 23 cm., plate mark",,allegories ; processions ; carriages and carts ; queens ; money ; thieves ; cornucopias ; personification ; moneybags,engravings,Flemish,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CF b11",1563,olvwork308226,"<a href=""http://id.lib.harvard.edu/via/olvwork308226/catalog"">http://id.lib.harvard.edu/via/olvwork308226/catalog</a>",HVD - Images,4089938,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308226&context=L&vid=HVD2&lang=en_US
La Double Tentation.,Coin and Conscience catalog 40,40,,"""Gravé d'apres le tableau original de même grandeur qui se trouve dans la galerie de S.E.M. le Comte de Brühl, Premier ministre de sa Majesté le Roi de Pologne, Electeur de Saxe."" A woman is tempted by an old man who tries to seduce her with money.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>35.5 x 27 cm., plate mark","""Gravé d'apres le tableau original de même grandeur qui se trouve dans la galerie de S.E.M. le Comte de Brühl, Premier ministre de sa Majesté le Roi de Pologne, Electeur de Saxe."" A woman is tempted by an old man who tries to seduce her with money.",paper;engraving (printing process);,"35.5 x 27 cm., plate mark",,male figures ; moneybags ; bedrooms ; female figures ; elderly ; temptation,engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CA f2 xx",18th century,olvwork308300,"<a href=""http://id.lib.harvard.edu/via/olvwork308300/catalog"">http://id.lib.harvard.edu/via/olvwork308300/catalog</a>",HVD - Images,4084769,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308300&context=L&vid=HVD2&lang=en_US
[Caricature of Louis-Philippe and Guizot],Coin and Conscience catalog 46,46,,"Print by unknown artist. Louis-Philippe and Guizot stealing money from the ""trésor public."";<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>lithography;<i>Dimensions: </i>25.5 x 19 cm., image","Print by unknown artist. Louis-Philippe and Guizot stealing money from the ""trésor public.""",paper;lithography;,"25.5 x 19 cm., image","Inscription: Ai! donc Guizot tu ne vas pas fainéant, ; Est ce que vous ne trouvez pas qu’il y en a assez? ; Imbécille!!! tant qu’il y en aura vas-donc.",caricatures ; kings and rulers ; thieves ; treasuries ; gold ; coin hoards ; political cartoons ; satire (artistic device),lithographs,French,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Gosselin, ca. 1840 [publisher];Guizot, François Pierre Guillaume, 1787-1874, French [subject];Louis Philippe, 1773-1850, French [subject]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School DA f14 x",184?,olvwork308306,"<a href=""http://id.lib.harvard.edu/via/olvwork308306/catalog"">http://id.lib.harvard.edu/via/olvwork308306/catalog</a>",HVD - Images,4089963,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308306&context=L&vid=HVD2&lang=en_US
A View of the Royal Exchange London. [second exchange],Coin and Conscience catalog 68,68,,"The first Royal Exchange opened in 1567 and was destroyed in the London fire of 1666. The second Royal Exchange opened in 1669 and was again destroyed by fire in 1838. The foundation of the third Royal Exchange was laid in 1842, and the building was opened on Jan. 1, 1845.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Materials/Techniques: </i>etching (printing process);<i>Dimensions: </i>26 x 40 cm., plate mark","The first Royal Exchange opened in 1567 and was destroyed in the London fire of 1666. The second Royal Exchange opened in 1669 and was again destroyed by fire in 1838. The foundation of the third Royal Exchange was laid in 1842, and the building was opened on Jan. 1, 1845.",paper;engraving (printing process);etching (printing process);,"26 x 40 cm., plate mark",,"<i>Place: </i>Stock Exchange, London, England ; <i>Place: </i>Royal Exchange, London, England ; historic buildings ; stock exchanges ; street life ; horse-drawn vehicles ; architecture",etchings;engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation.</a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School AE gb2 xxx",1751,olvwork308330,"<a href=""http://id.lib.harvard.edu/via/olvwork308330/catalog"">http://id.lib.harvard.edu/via/olvwork308330/catalog</a>",HVD - Images,4088527,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308330&context=L&vid=HVD2&lang=en_US
La Poire Tapée.,Coin and Conscience catalog 47,47,,"Lithograph of unknown artist. A pear-headed Louis-Philippe runs from an angry crowd while money falls out of a bag he carries. The title is a play on words—it can mean a pear that has been dried in the oven, or it can refer to the slang meaning of ""taper,"" to borrow money from someone.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>lithography;<i>Dimensions: </i>20 x 16 cm., image","Lithograph of unknown artist. A pear-headed Louis-Philippe runs from an angry crowd while money falls out of a bag he carries. The title is a play on words—it can mean a pear that has been dried in the oven, or it can refer to the slang meaning of ""taper,"" to borrow money from someone.",paper;lithography;,"20 x 16 cm., image",,caricatures ; political cartoons ; kings and rulers ; thieves ; bags (containers) ; gold ; coin hoards ; satire (artistic device),lithographs,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Aubert (Firm), publishers [publisher];Louis Philippe, 1773-1850, French [subject]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School DA f13 x",ca. 1848,olvwork308307,"<a href=""http://id.lib.harvard.edu/via/olvwork308307/catalog"">http://id.lib.harvard.edu/via/olvwork308307/catalog</a>",HVD - Images,4087147,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308307&context=L&vid=HVD2&lang=en_US
[Allegory of the Vanity and Transitory Nature of Worldly Possessions],Coin and Conscience catalog 13,13,,"This is a later state, with J. Razet's address. A woman sits beside a table laden with gold coins and other riches. She holds an urn with smoke rising out of it, a symbol of transience, and a peacock stands behind her, signifying vanity.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>26 x 18.5 cm., image","This is a later state, with J. Razet's address. A woman sits beside a table laden with gold coins and other riches. She holds an urn with smoke rising out of it, a symbol of transience, and a peacock stands behind her, signifying vanity.",paper;engraving (printing process);,"26 x 18.5 cm., image",,allegories ; urns ; smoke ; peacocks ; crowns (headdresses) ; scepters ; moneybags ; coins ; skulls ; female figures,engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Razet, J., ca.1608, Dutch [publisher]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CF n1",1608,olvwork308266,"<a href=""http://id.lib.harvard.edu/via/olvwork308266/catalog"">http://id.lib.harvard.edu/via/olvwork308266/catalog</a>",HVD - Images,4087224,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308266&context=L&vid=HVD2&lang=en_US
Le Financier.,Coin and Conscience catalog 51,51,,"Plate five from Exercises d'Imagination de Différents Caractères et Formes Humaines . . . Augsburg, 1784-85, of which plates one to eighty-four were engraved by Brichet, and plates eighty-five to one hundred by Goez. Depiction of a corpulent man demanding payment for a bill.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>etching (printing process);<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>22.3 x 15.7 cm., plate mark","Plate five from Exercises d'Imagination de Différents Caractères et Formes Humaines . . . Augsburg, 1784-85, of which plates one to eighty-four were engraved by Brichet, and plates eighty-five to one hundred by Goez. Depiction of a corpulent man demanding payment for a bill.",paper;etching (printing process);engraving (printing process);,"22.3 x 15.7 cm., plate mark",,male figures ; invoices ; money ; waistcoats,etchings;engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CA g2 x",1784,olvwork308311,"<a href=""http://id.lib.harvard.edu/via/olvwork308311/catalog"">http://id.lib.harvard.edu/via/olvwork308311/catalog</a>",HVD - Images,4087581,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308311&context=L&vid=HVD2&lang=en_US
[Caricature of Louis-Philippe],Coin and Conscience catalog 48,48,,"Lithograph by unknown artist. ""Crowned by the Academy of Overripe Pears."" The head of Louis-Philippe appears as the fruit of a potted plant, beneath which is printed ""empoté en 1830, dépoté en 1848."" Guizot is a poisonous parasite on the plant.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>lithography;<i>Dimensions: </i>24 x 18.5 cm., image","Lithograph by unknown artist. ""Crowned by the Academy of Overripe Pears."" The head of Louis-Philippe appears as the fruit of a potted plant, beneath which is printed ""empoté en 1830, dépoté en 1848."" Guizot is a poisonous parasite on the plant.",paper;lithography;,"24 x 18.5 cm., image","Inscription: “Poire de mauvais Chrétien, dont le goût est complètement passé en France, où elle produisait trop abondamment, ce qui lui a fait perdre de sa po-pu-larité. Nos voisins d’ourtre-mer se la sont appropriée. AMEN.”",caricatures ; political cartoons ; personification ; pear ; parasites ; pots ; coins ; leaves ; epitaphs ; satire (artistic device),lithographs,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Lordereau, Paris, ca. 1848 [publisher];Louis Philippe, 1773-1850, French [subject];Guizot, François Pierre Guillaume, 1787-1874, French [subject]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School DA f23 x",1848?,olvwork308308,"<a href=""http://id.lib.harvard.edu/via/olvwork308308/catalog"">http://id.lib.harvard.edu/via/olvwork308308/catalog</a>",HVD - Images,4084262,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308308&context=L&vid=HVD2&lang=en_US
John Law (1671-1729).,Coin and Conscience catalog 64,64,,"A Scottish financier who became Controller General of Finances of France, Law is mainly remembered as the founder of the ill-fated Mississippi Company. He merged this huge stock company with the royal bank and took over the public debt and administration of revenue. In 1720, a rash of speculation in land swept France, setting off frenzied selling at high profits. When the bubble burst, thousands of investors went bankrupt, and Law fled the country in disgrace.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>27.5 x 18 cm., plate mark","A Scottish financier who became Controller General of Finances of France, Law is mainly remembered as the founder of the ill-fated Mississippi Company. He merged this huge stock company with the royal bank and took over the public debt and administration of revenue. In 1720, a rash of speculation in land swept France, setting off frenzied selling at high profits. When the bubble burst, thousands of investors went bankrupt, and Law fled the country in disgrace.",paper;engraving (printing process);,"27.5 x 18 cm., plate mark",,portraits ; male figures ; garden landscapes ; finance ministers ; wealth ; clothing and dress,engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School F f30 x",ca. 1719,olvwork308326,"<a href=""http://id.lib.harvard.edu/via/olvwork308326/catalog"">http://id.lib.harvard.edu/via/olvwork308326/catalog</a>",HVD - Images,4085494,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308326&context=L&vid=HVD2&lang=en_US
"Political Ravishment, or the Old Lady of Threadneedle-Street in Danger!",Coin and Conscience catalog 41,41,,"Hand-colored etching. Published by H. Humphrey, May 22, 1797. A man attacks an old woman who wears a dress of one-pound notes. She sits on a locked chest labeled ""Bank of England."" Satire on the suspension of gold payments by the Bank of England. Prime minister William Pitt was forced to implement the issue of paper money when the Bank announced a gold shortage, due to loans it had made to finance the war with France. Rumors circulated that the Bank's coin was merely being held in reserve to send to the Continent in support of the war. Hence the significance of the locked chest, and the coins in the pockets of the lady's paper money dress.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>hand coloring;<i>Materials/Techniques: </i>etching (printing process);<i>Dimensions: </i>24.8 x 34 cm., image size","Hand-colored etching. Published by H. Humphrey, May 22, 1797. A man attacks an old woman who wears a dress of one-pound notes. She sits on a locked chest labeled ""Bank of England."" Satire on the suspension of gold payments by the Bank of England. Prime minister William Pitt was forced to implement the issue of paper money when the Bank announced a gold shortage, due to loans it had made to finance the war with France. Rumors circulated that the Bank's coin was merely being held in reserve to send to the Continent in support of the war. Hence the significance of the locked chest, and the coins in the pockets of the lady's paper money dress.",paper;hand coloring;etching (printing process);,"24.8 x 34 cm., image size",,caricatures ; paper money ; coins ; dresses ; political art ; political cartoons ; chests ; locks (securing devices) ; banks and banking ; coin hoards ; satire (artistic device),etchings,British,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Humphrey, Hannah, fl. 1774-1817 [publisher]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School DA gb29a xx",1797,olvwork309776,"<a href=""http://id.lib.harvard.edu/via/olvwork309776/catalog"">http://id.lib.harvard.edu/via/olvwork309776/catalog</a>",HVD - Images,4089783,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork309776&context=L&vid=HVD2&lang=en_US
"Die Wind Kauffer, werden mit Wind bezahlt, und finden sich auf die letzst betrogen.",Coin and Conscience catalog 57,57,,"A rare German version of one of the seventy-four plates usually found in the popular Dutch satirical volume, Het Groote Tafereel der Dwaasheid (The Great Mirror of Folly). It commemorates the period of speculative mania which swept France, England, and Holland in the year 1720. Pictured here is the inner court of the old Amsterdam exchange, where distraught shareholders are calling out, ""I am ruined; Who will loan me money? I am still living on hope; I cannot sleep,"" etc. The term ""Wind-Handel"" was often used satirically to connote the flimsiness of the stocks being traded. Print by unknown artist.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>etching (printing process);<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>29.7 x 19.3 cm., plate mark","A rare German version of one of the seventy-four plates usually found in the popular Dutch satirical volume, Het Groote Tafereel der Dwaasheid (The Great Mirror of Folly). It commemorates the period of speculative mania which swept France, England, and Holland in the year 1720. Pictured here is the inner court of the old Amsterdam exchange, where distraught shareholders are calling out, ""I am ruined; Who will loan me money? I am still living on hope; I cannot sleep,"" etc. The term ""Wind-Handel"" was often used satirically to connote the flimsiness of the stocks being traded. Print by unknown artist.",paper;etching (printing process);engraving (printing process);,"29.7 x 19.3 cm., plate mark",,stock exchanges ; stockbrokers ; courtyards ; leaflets ; satire (artistic device),etchings;engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CD g19 xx",ca. 1720,olvwork308319,"<a href=""http://id.lib.harvard.edu/via/olvwork308319/catalog"">http://id.lib.harvard.edu/via/olvwork308319/catalog</a>",HVD - Images,4082986,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308319&context=L&vid=HVD2&lang=en_US
La Bonnet-Rouge: --or-- John Bull Evading the Hat Tax.,Coin and Conscience catalog 43,43,,"Published by H. Humphrey, April 5, 1797. Satire on the Pitt administration's doubling of the duty on fur hats and other items, to raise revenue for the war with France. John Bull (the English citizen) is pictured avoiding the hat tax by wearing the French revolutionary cap, or ""bonnet-rouge,"" a symbol not in favor with the English government.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>etching (printing process);<i>Dimensions: </i>36.5 x 26.5 cm., plate mark","Published by H. Humphrey, April 5, 1797. Satire on the Pitt administration's doubling of the duty on fur hats and other items, to raise revenue for the war with France. John Bull (the English citizen) is pictured avoiding the hat tax by wearing the French revolutionary cap, or ""bonnet-rouge,"" a symbol not in favor with the English government.",paper;etching (printing process);,"36.5 x 26.5 cm., plate mark","Inscription: Above store window: “Billy Black-soul, Hatter & Sword-Cutler. Licenced to deal in Hats and Swords. ; From John Bull’s balloon: “Waunds, when Measter Billy sees I in a Red-Cap, how he will stare! _ egad; I thinks I shall cook’en at last. _ well if I could but once get a Cockade to my Red Cap, & a bit of a Gun, _ why, I thinks I should make a good stockey Soldier!” ; On paper at John Bull’s feet: “List of Cats Killed for making skin caps 20000 Red 5000 Taby”",caricatures ; political art ; political cartoons ; hats ; taxes ; cats ; nationalism ; personification ; satire (artistic device),etchings,British,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Humphrey, Hannah, fl. 1774-1817 [publisher];John Bull [subject];Pitt, William, 1759-1806, British [subject]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School DA gb30 xx",1797,olvwork308303,"<a href=""http://id.lib.harvard.edu/via/olvwork308303/catalog"">http://id.lib.harvard.edu/via/olvwork308303/catalog</a>",HVD - Images,4088749,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308303&context=L&vid=HVD2&lang=en_US
"The Political Balloon; or, The Fall of East India Stock.",Coin and Conscience catalog 44,44,,"Etching by unknown artist. Published by W. Wells, December 4, 1783. Refers to British Foreign Secretary Charles James Fox's bill to replace the directors of the East India Company with seven commissioners. Supporters of the bill hoped it would rid the Company of the directors' treachery and corruption in India. It was rejected by the House of Lords.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>etching (printing process);<i>Dimensions: </i>35 x 25 cm., plate mark","Etching by unknown artist. Published by W. Wells, December 4, 1783. Refers to British Foreign Secretary Charles James Fox's bill to replace the directors of the East India Company with seven commissioners. Supporters of the bill hoped it would rid the Company of the directors' treachery and corruption in India. It was rejected by the House of Lords.",paper;etching (printing process);,"35 x 25 cm., plate mark","Inscription: On globe: “Gold Mines” and “Madras”. ; On paper in sitting man’s hand: “Bill to Reform India Affairs” ; From sitting man’s mouth: “Thanks to my Auspicious Stars, for now I see, the Gold & Silver mines before me: ‘tis this I am Soaring for.” ; From falling mens' mouths: “If the Nation knew his Treacherous heart as well as me, the directors woud be continued.” ; “What my Governorship gone ‘ere I had made or unmade one Nabob? Oh perdition Seize that wiley Fox.” ; “Must I forever be hurl’d from such pretty pickings? Wou’d I cou’d grapple in my fall, the author of it.”",caricatures ; political cartoons ; balloons ; globes ; falls (accidents) ; coins ; wealth ; government policy ; satire (artistic device),etchings,British,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Wells, William Frederick, 1762-1836, English [publisher];Fox, Charles James, 1749-1806 [subject];East India Company [subject]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School DA gb34 xx",1783,olvwork308304,"<a href=""http://id.lib.harvard.edu/via/olvwork308304/catalog"">http://id.lib.harvard.edu/via/olvwork308304/catalog</a>",HVD - Images,4082655,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308304&context=L&vid=HVD2&lang=en_US
